CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
,,,,,C01: Breast Cancer Screening,C02: Colorectal Cancer Screening,C03: Annual Flu Vaccine,C04: Monitoring Physical Activity,C05: Special Needs Plan (SNP) Care Management,C06: Care for Older Adults – Medication Review,C07: Care for Older Adults – Pain Assessment,C08: Osteoporosis Management in Women who had a Fracture,C09: Diabetes Care – Eye Exam,C10: Diabetes Care – Kidney Disease Monitoring,C11: Diabetes Care – Blood Sugar Controlled,C12: Controlling Blood Pressure,C13: Reducing the Risk of Falling,C14: Improving Bladder Control,C15: Medication Reconciliation Post-Discharge,C16: Statin Therapy for Patients with Cardiovascular Disease,C17: Getting Needed Care,C18: Getting Appointments and Care Quickly,C19: Customer Service,C20: Rating of Health Care Quality,C21: Rating of Health Plan,C22: Care Coordination,C23: Complaints about the Health Plan,C24: Members Choosing to Leave the Plan,C25: Health Plan Quality Improvement,C26: Plan Makes Timely Decisions about Appeals,C27: Reviewing Appeals Decisions,C28: Call Center – Foreign Language Interpreter and TTY Availability,D01: Call Center – Foreign Language Interpreter and TTY Availability,D02: Complaints about the Drug Plan,D03: Members Choosing to Leave the Plan,D04: Drug Plan Quality Improvement,D05: Rating of Drug Plan,D06: Getting Needed Prescription Drugs,D07: MPF Price Accuracy,D08: Medication Adherence for Diabetes Medications,D09: Medication Adherence for Hypertension (RAS antagonists),D10: Medication Adherence for Cholesterol (Statins),D11: MTM Program Completion Rate for CMR,D12: Statin Use in Persons with Diabetes (SUPD)
,,,,,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,03/2022 – 06/2022,07/19/2021 – 11/01/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,07/19/2021 – 11/01/2021,07/19/2021 – 11/01/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,03/2022 – 06/2022,03/2022 – 06/2022,03/2022 – 06/2022,03/2022 – 06/2022,03/2022 – 06/2022,03/2022 – 06/2022,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,Not Applicable,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,02/2022 – 05/2022,02/2022 – 05/2022,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,Not Applicable,03/2022 – 06/2022,03/2022 – 06/2022,01/01/2021 – 9/30/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021,01/01/2021 – 12/31/2021
H0354 ,Local CCP ,"CIGNA HEALTHCARE OF ARIZONA, INC. ",Cigna ,CIGNA ,77%,80%,76%,52%,64%,98%,98%,52%,82%,100%,83%,82%,55%,46%,88%,83%,81,77,90,85,89,85,0.17,8%,Medicare shows only a Star Rating for this topic ,98%,95%,92%,88%,0.17,8%,Medicare shows only a Star Rating for this topic ,88,91,100,88%,89%,89%,92%,87%
H0363 ,Local CCP ,"LONGEVITY HEALTH PLAN OF COLORADO, INC. ",Longevity Health Plan ,"Longevity Health Founders, LLC ",Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,No data available ,No data available ,No data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,No data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,80%,82%,No data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Plan not required to report ,Not enough data available
H0422 ,Local CCP ,"UCARE HEALTH, INC. ",UCare ,UCare Minnesota ,80%,77%,Plan too small to be measured ,54%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,75%,No data available ,89%,80%,41%,Not enough data available ,54%,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,0,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,95%,95%,0,Not enough data available ,Medicare shows only a Star Rating for this topic ,Plan too small to be measured ,Plan too small to be measured ,100,88%,87%,86%,56%,89%
H0423 ,Local CCP ,"METROPLUS HEALTH PLAN, INC. ",MetroPlus Health Plan ,New York City Health and Hospitals Corporation ,77%,80%,75%,60%,80%,92%,92%,Not enough data available ,81%,93%,81%,71%,71%,Not enough data available ,60%,88%,80,73,88,85,87,87,0.16,15%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,82%,89%,0.16,15%,Medicare shows only a Star Rating for this topic ,87,Not enough data available ,97,91%,89%,88%,93%,90%
H0432 ,Local CCP ,"UNITEDHEALTHCARE OF THE MIDLANDS, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",73%,79%,63%,44%,81%,95%,97%,41%,80%,98%,80%,65%,56%,42%,64%,82%,86,77,93,87,91,88,0.23,20%,Medicare shows only a Star Rating for this topic ,100%,100%,100%,98%,0.23,20%,Medicare shows only a Star Rating for this topic ,91,93,99,82%,83%,82%,83%,82%
H0439 ,Local CCP ,"CIGNA HEALTHCARE OF GEORGIA, INC. ",Cigna ,CIGNA ,70%,78%,69%,52%,69%,96%,97%,38%,70%,98%,82%,70%,53%,44%,88%,82%,82,76,88,86,88,85,0.22,18%,Medicare shows only a Star Rating for this topic ,99%,97%,92%,87%,0.22,18%,Medicare shows only a Star Rating for this topic ,86,90,99,81%,85%,83%,83%,81%
H0473 ,Local CCP ,HUMANA INSURANCE COMPANY OF KENTUCKY ,Humana ,Humana Inc. ,73%,80%,70%,51%,79%,96%,97%,38%,69%,96%,80%,68%,52%,40%,85%,84%,85,77,91,88,88,87,0.11,15%,Medicare shows only a Star Rating for this topic ,100%,98%,100%,100%,0.11,15%,Medicare shows only a Star Rating for this topic ,88,89,88,85%,88%,87%,84%,82%
H0480 ,Demo ,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC. ",MeridianComplete (Medicare-Medicaid Plan) ,Centene Corporation ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available
H0482 ,Local CCP ,CENTENE VENTURE COMPANY MICHIGAN ,Ascension Complete ,Centene Corporation ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,No data available ,No data available ,No data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,73%,78%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,97,76%,82%,75%,88%,81%
H0504 ,Local CCP ,CALIFORNIA PHYSICIANS' SERVICE ,Blue Shield of California ,California Physicians' Service ,79%,76%,81%,56%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,65%,81%,97%,86%,72%,57%,53%,74%,83%,81,76,91,87,88,85,0.13,12%,Medicare shows only a Star Rating for this topic ,95%,98%,100%,97%,0.13,12%,Medicare shows only a Star Rating for this topic ,87,89,92,86%,88%,86%,71%,88%
H0523 ,Local CCP ,AETNA HEALTH OF CALIFORNIA INC. ,Aetna Medicare ,CVS Health Corporation ,72%,73%,72%,48%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,78%,97%,79%,74%,58%,38%,68%,81%,82,77,91,85,87,85,0.15,15%,Medicare shows only a Star Rating for this topic ,100%,100%,97%,100%,0.15,15%,Medicare shows only a Star Rating for this topic ,86,91,96,84%,88%,88%,74%,89%
H0524 ,Local CCP ,"KAISER FOUNDATION HP, INC. ",Kaiser Permanente ,"Kaiser Foundation Health Plan, Inc. ",81%,88%,84%,63%,89%,97%,96%,80%,81%,97%,88%,80%,55%,46%,97%,89%,81,78,89,87,89,82,0.06,1%,Medicare shows only a Star Rating for this topic ,98%,98%,98%,98%,0.06,1%,Medicare shows only a Star Rating for this topic ,93,94,100,90%,91%,91%,93%,91%
H0543 ,Local CCP ,UHC OF CALIFORNIA ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",76%,76%,80%,54%,90%,96%,96%,60%,81%,98%,84%,72%,54%,44%,71%,83%,79,77,88,86,87,85,0.18,12%,Medicare shows only a Star Rating for this topic ,99%,98%,100%,98%,0.18,12%,Medicare shows only a Star Rating for this topic ,87,91,99,88%,90%,89%,85%,88%
H0544 ,Local CCP ,BLUE CROSS OF CALIFORNIA ,Anthem Blue Cross ,"Elevance Health, Inc. ",70%,69%,73%,55%,59%,99%,93%,48%,74%,97%,83%,71%,64%,39%,74%,84%,76,73,87,84,84,82,0.48,23%,Medicare shows only a Star Rating for this topic ,92%,99%,98%,98%,0.48,23%,Medicare shows only a Star Rating for this topic ,84,88,89,85%,86%,84%,82%,88%
H0562 ,Local CCP ,"HEALTH NET OF CALIFORNIA, INC. ",Wellcare by Health Net ,Centene Corporation ,75%,78%,77%,55%,40%,97%,92%,49%,78%,97%,83%,68%,57%,39%,72%,80%,81,74,87,85,85,84,0.31,17%,Medicare shows only a Star Rating for this topic ,97%,95%,70%,77%,0.31,17%,Medicare shows only a Star Rating for this topic ,85,88,98,86%,87%,86%,92%,88%
H0571 ,Local CCP ,CHINESE COMMUNITY HEALTH PLAN ,CCHP (Chinese Community Health Plan) ,Chinese Hospital Association ,63%,70%,86%,52%,92%,87%,87%,Not enough data available ,68%,99%,88%,59%,77%,33%,46%,85%,76,73,85,82,85,81,0.06,4%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,86%,95%,0.06,4%,Medicare shows only a Star Rating for this topic ,84,87,97,89%,89%,86%,92%,89%
H0609 ,Local CCP ,"UnitedHealthcare Benefits of Texas, Inc. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",74%,78%,73%,54%,84%,98%,98%,56%,81%,96%,86%,80%,53%,46%,73%,84%,78,76,87,85,87,83,0.11,9%,Medicare shows only a Star Rating for this topic ,98%,98%,100%,98%,0.11,9%,Medicare shows only a Star Rating for this topic ,86,89,99,86%,89%,88%,90%,87%
H0624 ,Local CCP ,"UnitedHealthcare Benefits of Texas, Inc. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",66%,78%,69%,52%,81%,93%,95%,51%,80%,95%,82%,78%,73%,50%,59%,84%,79,77,89,84,90,84,0.25,11%,Medicare shows only a Star Rating for this topic ,99%,97%,100%,98%,0.25,11%,Medicare shows only a Star Rating for this topic ,89,90,99,86%,87%,87%,88%,85%
H0628 ,Local CCP ,AETNA HEALTH OF OHIO INC. ,Aetna Medicare ,CVS Health Corporation ,73%,74%,69%,46%,64%,99%,91%,59%,74%,97%,80%,72%,53%,40%,90%,84%,84,78,91,87,87,87,0.63,27%,Medicare shows only a Star Rating for this topic ,100%,100%,97%,100%,0.63,27%,Medicare shows only a Star Rating for this topic ,88,92,97,86%,87%,85%,86%,83%
H0630 ,Local CCP ,KAISER FOUNDATION HP OF CO ,Kaiser Permanente ,"Kaiser Foundation Health Plan, Inc. ",75%,83%,85%,58%,79%,97%,92%,58%,87%,97%,81%,83%,47%,53%,93%,90%,81,81,91,88,90,86,0.07,2%,Medicare shows only a Star Rating for this topic ,97%,100%,98%,98%,0.07,2%,Medicare shows only a Star Rating for this topic ,92,95,100,90%,93%,93%,93%,89%
H0672 ,Local CCP ,"CIGNA HEALTHCARE OF COLORADO, INC. ",Cigna ,CIGNA ,Not enough data available ,59%,63%,50%,No data available ,No data available ,No data available ,Not enough data available ,63%,98%,77%,72%,41%,Not enough data available ,80%,Not enough data available ,79,74,85,83,80,81,1.03,37%,Not enough data available ,97%,99%,92%,87%,1.03,37%,Medicare shows only a Star Rating for this topic ,84,89,100,82%,86%,85%,83%,82%
H0710 ,Local CCP ,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",45%,72%,Plan too small to be measured ,No data available ,100%,99%,100%,Not enough data available ,92%,100%,87%,92%,No data available ,No data available ,74%,93%,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,0.06,5%,Medicare shows only a Star Rating for this topic ,100%,96%,100%,98%,0.06,5%,Medicare shows only a Star Rating for this topic ,Plan too small to be measured ,Plan too small to be measured ,98,89%,87%,89%,97%,92%
H0712 ,Local CCP ,"WELLCARE OF CONNECTICUT, INC. ",Wellcare ,Centene Corporation ,67%,65%,72%,52%,69%,87%,88%,Not enough data available ,69%,96%,71%,61%,64%,Not enough data available ,46%,87%,76,74,Not enough data available ,Not enough data available ,83,Not enough data available ,0.62,33%,Medicare shows only a Star Rating for this topic ,69%,99%,73%,78%,0.62,33%,Medicare shows only a Star Rating for this topic ,82,Not enough data available ,91,87%,88%,87%,86%,87%
H0724 ,Local CCP ,"BUCKEYE HEALTH PLAN COMMUNITY SOLUTIONS, Inc. ",Wellcare by Allwell ,Centene Corporation ,63%,53%,59%,44%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,46%,93%,67%,65%,56%,Not enough data available ,46%,86%,84,77,90,87,84,87,1.16,43%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,73%,78%,1.16,43%,Medicare shows only a Star Rating for this topic ,86,90,98,81%,84%,81%,92%,84%
H0738 ,Local CCP ,"AmeriHealth Caritas VIP Next, Inc. ",AmeriHealth Caritas VIP Care ,"Independence Health Group, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H0755 ,Local CCP ,"OXFORD HEALTH PLANS (CT), INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",70%,75%,78%,57%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,39%,80%,96%,88%,74%,49%,47%,64%,87%,81,78,Not enough data available ,88,85,86,0.12,17%,Medicare shows only a Star Rating for this topic ,99%,98%,100%,100%,0.12,17%,Medicare shows only a Star Rating for this topic ,84,90,98,87%,89%,87%,80%,86%
H0764 ,Local CCP ,"UNITEDHEALTHCARE OF NEW ENGLAND, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H0783 ,Local CCP ,"HUMANA BENEFIT PLAN OF TEXAS, INC. ",Humana ,Humana Inc. ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,100%,100%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,89,Not enough data available ,Not enough data available ,Not enough data available ,No data available ,Not enough data available
H0798 ,Local CCP ,MEDICA COMMUNITY HEALTH PLAN ,Medica ,Medica Holding Company ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,83%,83%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,99,Not enough data available ,91%,84%,Not enough data available ,Not enough data available
H0826 ,Local CCP ,"INNOVATIVE INTEGRATED HEALTH COMMUNITY PLANS, INC. ",Integrated HealthPlan ,"Innovative Integrated Health, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Not enough data available ,Not enough data available ,8%,8%,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H0838 ,Local CCP ,"UNIVERSAL CARE, INC. ",Brand New Day ,"Bright Health Group, Inc. ",66%,65%,76%,61%,74%,95%,91%,76%,71%,97%,80%,67%,62%,42%,60%,83%,74,72,Not enough data available ,83,87,79,0.21,15%,Medicare shows only a Star Rating for this topic ,100%,100%,75%,85%,0.21,15%,Medicare shows only a Star Rating for this topic ,86,86,97,84%,85%,83%,74%,87%
H0876 ,Local CCP ,"Commonwealth Care Alliance Rhode Island, LLC ",CCA Health Rhode Island ,"Commonwealth Care Alliance, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Not enough data available ,Not enough data available ,97%,89%,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H0885 ,Local CCP ,HEALTHIER NEW JERSEY INSURANCE COMPANY ,Braven Health ,"NJ Collaborative Care, LLC ",Not enough data available ,Not enough data available ,79%,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,66%,96%,86%,73%,Plan too new to be measured ,Plan too new to be measured ,76%,Not enough data available ,82,77,91,87,89,84,0.39,9%,Not enough data available ,95%,93%,95%,88%,0.39,9%,Not enough data available ,83,89,97,90%,92%,90%,89%,87%
H0907 ,Local CCP ,"AMERIGROUP IOWA, INC. ",Amerigroup Iowa ,"Elevance Health, Inc. ",Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,83%,95%,97%,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,98%,98%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,91,83%,87%,90%,79%,85%
H0908 ,Local CCP ,"BUCKEYE COMMUNITY HEALTH PLAN, INC. ",Wellcare by Allwell ,Centene Corporation ,70%,67%,63%,51%,43%,96%,91%,Not enough data available ,58%,89%,72%,76%,73%,Not enough data available ,45%,86%,84,80,89,86,84,86,1.29,30%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,73%,78%,1.29,30%,Medicare shows only a Star Rating for this topic ,87,91,98,86%,85%,84%,94%,89%
H0913 ,Local CCP ,"WELLCARE HEALTH PLANS OF NEW JERSEY, INC. ",Wellcare ,Centene Corporation ,64%,54%,70%,51%,69%,93%,94%,Not enough data available ,57%,95%,76%,68%,71%,Not enough data available ,57%,89%,74,74,88,Not enough data available ,82,87,0.58,29%,Medicare shows only a Star Rating for this topic ,97%,99%,73%,78%,0.58,29%,Medicare shows only a Star Rating for this topic ,86,Not enough data available ,94,86%,86%,83%,88%,89%
H0927 ,Demo ,HEALTH CARE SERVICE CORPORATION ,Blue Cross Community MMAI ,Health Care Service Corporation ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available
