measure_normalized,display_name,row_kind,unsupported_reason,year,threshold_key,threshold_label,actual,full_market_simulated,full_market_delta,client_simulated,client_delta,diff_simulated,inverted,sample_size_full_market,sample_size_client,mae_full_market,mae_client,tukey_applied,guardrails_applied,methodology_method,methodology_fold_count,methodology_seed,methodology_tukey_starts_year
reducing the risk of falling partc,Reducing the Risk of Falling,threshold,,2026,fiveStar,5★ Threshold,71,71.5,0.5,74.4,3.4,2.9,false,457,281,0.55,2.02,true,true,clustering,10,8675309,2024
reviewing appeals decisions partc,Reviewing Appeals Decisions,threshold,,2023,twoStar,2★ Threshold,68,73.2,5.2,74,6,0.8,false,413,232,1.78,4.75,false,true,clustering,10,8675309,2024
reviewing appeals decisions partc,Reviewing Appeals Decisions,threshold,,2023,threeStar,3★ Threshold,83,84.5,1.5,89,6,4.5,false,413,232,1.78,4.75,false,true,clustering,10,8675309,2024
reviewing appeals decisions partc,Reviewing Appeals Decisions,threshold,,2023,fourStar,4★ Threshold,91,91.2,0.2,96,5,4.8,false,413,232,1.78,4.75,false,true,clustering,10,8675309,2024
reviewing appeals decisions partc,Reviewing Appeals Decisions,threshold,,2023,fiveStar,5★ Threshold,97,96.8,-0.2,99,2,2.2,false,413,232,1.78,4.75,false,true,clustering,10,8675309,2024
reviewing appeals decisions partc,Reviewing Appeals Decisions,threshold,,2024,twoStar,2★ Threshold,73,73,0,73,0,0,false,420,247,0.7,0.3,true,true,clustering,10,8675309,2024
reviewing appeals decisions partc,Reviewing Appeals Decisions,threshold,,2024,threeStar,3★ Threshold,88,88,0,88,0,0,false,420,247,0.7,0.3,true,true,clustering,10,8675309,2024
reviewing appeals decisions partc,Reviewing Appeals Decisions,threshold,,2024,fourStar,4★ Threshold,96,94.8,-1.2,96,0,1.2,false,420,247,0.7,0.3,true,true,clustering,10,8675309,2024
reviewing appeals decisions partc,Reviewing Appeals Decisions,threshold,,2024,fiveStar,5★ Threshold,100,98.4,-1.6,98.8,-1.2,0.4,false,420,247,0.7,0.3,true,true,clustering,10,8675309,2024
reviewing appeals decisions partc,Reviewing Appeals Decisions,threshold,,2025,twoStar,2★ Threshold,78,78,0,78,0,0,false,400,257,0.28,0.47,true,true,clustering,10,8675309,2024
reviewing appeals decisions partc,Reviewing Appeals Decisions,threshold,,2025,threeStar,3★ Threshold,92,93,1,93,1,0,false,400,257,0.28,0.47,true,true,clustering,10,8675309,2024
reviewing appeals decisions partc,Reviewing Appeals Decisions,threshold,,2025,fourStar,4★ Threshold,96,96.1,0.1,96.9,0.9,0.8,false,400,257,0.28,0.47,true,true,clustering,10,8675309,2024
reviewing appeals decisions partc,Reviewing Appeals Decisions,threshold,,2025,fiveStar,5★ Threshold,99,99,0,99,0,0,false,400,257,0.28,0.47,true,true,clustering,10,8675309,2024
reviewing appeals decisions partc,Reviewing Appeals Decisions,threshold,,2026,twoStar,2★ Threshold,83,83,0,83,0,0,false,424,261,0.4,0.25,true,true,clustering,10,8675309,2024
reviewing appeals decisions partc,Reviewing Appeals Decisions,threshold,,2026,threeStar,3★ Threshold,96,95.2,-0.8,96.5,0.5,1.3,false,424,261,0.4,0.25,true,true,clustering,10,8675309,2024
reviewing appeals decisions partc,Reviewing Appeals Decisions,threshold,,2026,fourStar,4★ Threshold,98,97.6,-0.4,98.5,0.5,0.9,false,424,261,0.4,0.25,true,true,clustering,10,8675309,2024
reviewing appeals decisions partc,Reviewing Appeals Decisions,threshold,,2026,fiveStar,5★ Threshold,100,99.6,-0.4,100,0,0.4,false,424,261,0.4,0.25,true,true,clustering,10,8675309,2024
special needs plan snp care management partc,Special Needs Plan (SNP) Care Management,threshold,,2023,twoStar,2★ Threshold,46,42.8,-3.2,46.5,0.5,3.7,false,295,164,1.7,1.35,false,true,clustering,10,8675309,2024
special needs plan snp care management partc,Special Needs Plan (SNP) Care Management,threshold,,2023,threeStar,3★ Threshold,62,60.5,-1.5,64,2,3.5,false,295,164,1.7,1.35,false,true,clustering,10,8675309,2024
special needs plan snp care management partc,Special Needs Plan (SNP) Care Management,threshold,,2023,fourStar,4★ Threshold,75,73.2,-1.8,76.8,1.8,3.6,false,295,164,1.7,1.35,false,true,clustering,10,8675309,2024
special needs plan snp care management partc,Special Needs Plan (SNP) Care Management,threshold,,2023,fiveStar,5★ Threshold,85,85.3,0.3,86.1,1.1,0.8,false,295,164,1.7,1.35,false,true,clustering,10,8675309,2024
special needs plan snp care management partc,Special Needs Plan (SNP) Care Management,threshold,,2024,twoStar,2★ Threshold,42,45.6,3.6,42.6,0.6,-3,false,320,177,2.4,0.68,true,true,clustering,10,8675309,2024
special needs plan snp care management partc,Special Needs Plan (SNP) Care Management,threshold,,2024,threeStar,3★ Threshold,57,59.9,2.9,57,0,-2.9,false,320,177,2.4,0.68,true,true,clustering,10,8675309,2024
special needs plan snp care management partc,Special Needs Plan (SNP) Care Management,threshold,,2024,fourStar,4★ Threshold,74,75.8,1.8,74.1,0.1,-1.7,false,320,177,2.4,0.68,true,true,clustering,10,8675309,2024
special needs plan snp care management partc,Special Needs Plan (SNP) Care Management,threshold,,2024,fiveStar,5★ Threshold,85,86.3,1.3,87,2,0.7,false,320,177,2.4,0.68,true,true,clustering,10,8675309,2024
special needs plan snp care management partc,Special Needs Plan (SNP) Care Management,threshold,,2025,twoStar,2★ Threshold,46,47,1,47,1,0,false,336,184,0.53,0.6,true,true,clustering,10,8675309,2024
special needs plan snp care management partc,Special Needs Plan (SNP) Care Management,threshold,,2025,threeStar,3★ Threshold,62,62,0,62,0,0,false,336,184,0.53,0.6,true,true,clustering,10,8675309,2024
special needs plan snp care management partc,Special Needs Plan (SNP) Care Management,threshold,,2025,fourStar,4★ Threshold,76,75.9,-0.1,76.2,0.2,0.3,false,336,184,0.53,0.6,true,true,clustering,10,8675309,2024
special needs plan snp care management partc,Special Needs Plan (SNP) Care Management,threshold,,2025,fiveStar,5★ Threshold,89,90,1,87.8,-1.2,-2.2,false,336,184,0.53,0.6,true,true,clustering,10,8675309,2024
special needs plan snp care management partc,Special Needs Plan (SNP) Care Management,threshold,,2026,twoStar,2★ Threshold,42,41.1,-0.9,51,9,9.9,false,325,180,0.82,4.95,true,true,clustering,10,8675309,2024
special needs plan snp care management partc,Special Needs Plan (SNP) Care Management,threshold,,2026,threeStar,3★ Threshold,60,58.6,-1.4,67,7,8.4,false,325,180,0.82,4.95,true,true,clustering,10,8675309,2024
special needs plan snp care management partc,Special Needs Plan (SNP) Care Management,threshold,,2026,fourStar,4★ Threshold,73,72.4,-0.6,76.5,3.5,4.1,false,325,180,0.82,4.95,true,true,clustering,10,8675309,2024
special needs plan snp care management partc,Special Needs Plan (SNP) Care Management,threshold,,2026,fiveStar,5★ Threshold,88,87.6,-0.4,88.3,0.3,0.7,false,325,180,0.82,4.95,true,true,clustering,10,8675309,2024
statin therapy for patients with cardiovascular disease partc,Statin Therapy for Patients with Cardiovascular Disease,threshold,,2023,twoStar,2★ Threshold,75,75.6,0.6,78,3,2.4,false,453,256,0.3,1.45,false,true,clustering,10,8675309,2024
statin therapy for patients with cardiovascular disease partc,Statin Therapy for Patients with Cardiovascular Disease,threshold,,2023,threeStar,3★ Threshold,81,80.7,-0.3,82,1,1.3,false,453,256,0.3,1.45,false,true,clustering,10,8675309,2024
statin therapy for patients with cardiovascular disease partc,Statin Therapy for Patients with Cardiovascular Disease,threshold,,2023,fourStar,4★ Threshold,85,84.7,-0.3,86.1,1.1,1.4,false,453,256,0.3,1.45,false,true,clustering,10,8675309,2024
statin therapy for patients with cardiovascular disease partc,Statin Therapy for Patients with Cardiovascular Disease,threshold,,2023,fiveStar,5★ Threshold,89,89,0,89.7,0.7,0.7,false,453,256,0.3,1.45,false,true,clustering,10,8675309,2024
statin therapy for patients with cardiovascular disease partc,Statin Therapy for Patients with Cardiovascular Disease,threshold,,2024,twoStar,2★ Threshold,79,79.6,0.6,80,1,0.4,false,468,271,0.88,1.55,true,true,clustering,10,8675309,2024
statin therapy for patients with cardiovascular disease partc,Statin Therapy for Patients with Cardiovascular Disease,threshold,,2024,threeStar,3★ Threshold,84,84,0,85.2,1.2,1.2,false,468,271,0.88,1.55,true,true,clustering,10,8675309,2024
statin therapy for patients with cardiovascular disease partc,Statin Therapy for Patients with Cardiovascular Disease,threshold,,2024,fourStar,4★ Threshold,86,86.9,0.9,88,2,1.1,false,468,271,0.88,1.55,true,true,clustering,10,8675309,2024
statin therapy for patients with cardiovascular disease partc,Statin Therapy for Patients with Cardiovascular Disease,threshold,,2024,fiveStar,5★ Threshold,90,92,2,92,2,0,false,468,271,0.88,1.55,true,true,clustering,10,8675309,2024
statin therapy for patients with cardiovascular disease partc,Statin Therapy for Patients with Cardiovascular Disease,threshold,,2025,twoStar,2★ Threshold,81,81.7,0.7,81.8,0.8,0.1,false,467,289,0.4,0.55,true,true,clustering,10,8675309,2024
statin therapy for patients with cardiovascular disease partc,Statin Therapy for Patients with Cardiovascular Disease,threshold,,2025,threeStar,3★ Threshold,85,85.5,0.5,85.6,0.6,0.1,false,467,289,0.4,0.55,true,true,clustering,10,8675309,2024
statin therapy for patients with cardiovascular disease partc,Statin Therapy for Patients with Cardiovascular Disease,threshold,,2025,fourStar,4★ Threshold,88,88.4,0.4,88.4,0.4,0,false,467,289,0.4,0.55,true,true,clustering,10,8675309,2024
statin therapy for patients with cardiovascular disease partc,Statin Therapy for Patients with Cardiovascular Disease,threshold,,2025,fiveStar,5★ Threshold,92,92,0,92.4,0.4,0.4,false,467,289,0.4,0.55,true,true,clustering,10,8675309,2024
statin therapy for patients with cardiovascular disease partc,Statin Therapy for Patients with Cardiovascular Disease,threshold,,2026,twoStar,2★ Threshold,81,81.9,0.9,82.5,1.5,0.6,false,468,292,1.02,0.8,true,true,clustering,10,8675309,2024
statin therapy for patients with cardiovascular disease partc,Statin Therapy for Patients with Cardiovascular Disease,threshold,,2026,threeStar,3★ Threshold,85,85.9,0.9,85.7,0.7,-0.2,false,468,292,1.02,0.8,true,true,clustering,10,8675309,2024
statin therapy for patients with cardiovascular disease partc,Statin Therapy for Patients with Cardiovascular Disease,threshold,,2026,fourStar,4★ Threshold,88,88.7,0.7,87.8,-0.2,-0.9,false,468,292,1.02,0.8,true,true,clustering,10,8675309,2024
statin therapy for patients with cardiovascular disease partc,Statin Therapy for Patients with Cardiovascular Disease,threshold,,2026,fiveStar,5★ Threshold,91,92.6,1.6,91.8,0.8,-0.8,false,468,292,1.02,0.8,true,true,clustering,10,8675309,2024
statin use in persons with diabetes supd partd,Statin Use in Persons with Diabetes (SUPD),threshold,,2023,twoStar,2★ Threshold,80,80,0,81,1,1,false,590,291,0.88,0.88,false,true,clustering,10,8675309,2024
statin use in persons with diabetes supd partd,Statin Use in Persons with Diabetes (SUPD),threshold,,2023,threeStar,3★ Threshold,84,84.1,0.1,84.8,0.8,0.7,false,590,291,0.88,0.88,false,true,clustering,10,8675309,2024
statin use in persons with diabetes supd partd,Statin Use in Persons with Diabetes (SUPD),threshold,,2023,fourStar,4★ Threshold,86,87.7,1.7,87.2,1.2,-0.5,false,590,291,0.88,0.88,false,true,clustering,10,8675309,2024
statin use in persons with diabetes supd partd,Statin Use in Persons with Diabetes (SUPD),threshold,,2023,fiveStar,5★ Threshold,90,91.7,1.7,90.5,0.5,-1.2,false,590,291,0.88,0.88,false,true,clustering,10,8675309,2024
statin use in persons with diabetes supd partd,Statin Use in Persons with Diabetes (SUPD),threshold,,2024,twoStar,2★ Threshold,81,79.2,-1.8,81.7,0.7,2.5,false,616,313,1.32,0.57,true,true,clustering,10,8675309,2024
statin use in persons with diabetes supd partd,Statin Use in Persons with Diabetes (SUPD),threshold,,2024,threeStar,3★ Threshold,86,84.2,-1.8,85.3,-0.7,1.1,false,616,313,1.32,0.57,true,true,clustering,10,8675309,2024
statin use in persons with diabetes supd partd,Statin Use in Persons with Diabetes (SUPD),threshold,,2024,fourStar,4★ Threshold,88,87.1,-0.9,87.7,-0.3,0.6,false,616,313,1.32,0.57,true,true,clustering,10,8675309,2024
statin use in persons with diabetes supd partd,Statin Use in Persons with Diabetes (SUPD),threshold,,2024,fiveStar,5★ Threshold,92,91.2,-0.8,91.4,-0.6,0.2,false,616,313,1.32,0.57,true,true,clustering,10,8675309,2024
statin use in persons with diabetes supd partd,Statin Use in Persons with Diabetes (SUPD),threshold,,2025,twoStar,2★ Threshold,81,79.7,-1.3,79.7,-1.3,0,false,590,320,0.75,1.5,true,true,clustering,10,8675309,2024
statin use in persons with diabetes supd partd,Statin Use in Persons with Diabetes (SUPD),threshold,,2025,threeStar,3★ Threshold,86,84.7,-1.3,84.7,-1.3,0,false,590,320,0.75,1.5,true,true,clustering,10,8675309,2024
statin use in persons with diabetes supd partd,Statin Use in Persons with Diabetes (SUPD),threshold,,2025,fourStar,4★ Threshold,89,88.8,-0.2,87.5,-1.5,-1.3,false,590,320,0.75,1.5,true,true,clustering,10,8675309,2024
statin use in persons with diabetes supd partd,Statin Use in Persons with Diabetes (SUPD),threshold,,2025,fiveStar,5★ Threshold,93,92.8,-0.2,91.1,-1.9,-1.7,false,590,320,0.75,1.5,true,true,clustering,10,8675309,2024
statin use in persons with diabetes supd partd,Statin Use in Persons with Diabetes (SUPD),threshold,,2026,twoStar,2★ Threshold,81,80.9,-0.1,82.8,1.8,1.9,false,567,311,0.57,1.15,true,true,clustering,10,8675309,2024
statin use in persons with diabetes supd partd,Statin Use in Persons with Diabetes (SUPD),threshold,,2026,threeStar,3★ Threshold,85,85.7,0.7,86.8,1.8,1.1,false,567,311,0.57,1.15,true,true,clustering,10,8675309,2024
statin use in persons with diabetes supd partd,Statin Use in Persons with Diabetes (SUPD),threshold,,2026,fourStar,4★ Threshold,89,88.4,-0.6,89.3,0.3,0.9,false,567,311,0.57,1.15,true,true,clustering,10,8675309,2024
statin use in persons with diabetes supd partd,Statin Use in Persons with Diabetes (SUPD),threshold,,2026,fiveStar,5★ Threshold,93,92.1,-0.9,92.3,-0.7,0.2,false,567,311,0.57,1.15,true,true,clustering,10,8675309,2024
transitions of care partc,Transitions of Care,threshold,,2024,twoStar,2★ Threshold,40,38.2,-1.8,39.4,-0.6,1.2,false,532,297,2.55,2.75,true,false,clustering,10,8675309,2024
transitions of care partc,Transitions of Care,threshold,,2024,threeStar,3★ Threshold,52,48.3,-3.7,49.5,-2.5,1.2,false,532,297,2.55,2.75,true,false,clustering,10,8675309,2024
transitions of care partc,Transitions of Care,threshold,,2024,fourStar,4★ Threshold,64,60.6,-3.4,60,-4,-0.6,false,532,297,2.55,2.75,true,false,clustering,10,8675309,2024
transitions of care partc,Transitions of Care,threshold,,2024,fiveStar,5★ Threshold,78,76.7,-1.3,74.1,-3.9,-2.6,false,532,297,2.55,2.75,true,false,clustering,10,8675309,2024
transitions of care partc,Transitions of Care,threshold,,2025,twoStar,2★ Threshold,44,41.1,-2.9,43.7,-0.3,2.6,false,530,314,1.07,1.43,true,true,clustering,10,8675309,2024
transitions of care partc,Transitions of Care,threshold,,2025,threeStar,3★ Threshold,52,51.8,-0.2,51.5,-0.5,-0.3,false,530,314,1.07,1.43,true,true,clustering,10,8675309,2024
transitions of care partc,Transitions of Care,threshold,,2025,fourStar,4★ Threshold,63,64.1,1.1,62.1,-0.9,-2,false,530,314,1.07,1.43,true,true,clustering,10,8675309,2024
transitions of care partc,Transitions of Care,threshold,,2025,fiveStar,5★ Threshold,77,77.1,0.1,73,-4,-4.1,false,530,314,1.07,1.43,true,true,clustering,10,8675309,2024
transitions of care partc,Transitions of Care,threshold,,2026,twoStar,2★ Threshold,44,43.4,-0.6,49,5,5.6,false,524,312,0.95,2.27,true,true,clustering,10,8675309,2024
transitions of care partc,Transitions of Care,threshold,,2026,threeStar,3★ Threshold,56,56.6,0.6,57,1,0.4,false,524,312,0.95,2.27,true,true,clustering,10,8675309,2024
transitions of care partc,Transitions of Care,threshold,,2026,fourStar,4★ Threshold,69,67,-2,67.6,-1.4,0.6,false,524,312,0.95,2.27,true,true,clustering,10,8675309,2024
transitions of care partc,Transitions of Care,threshold,,2026,fiveStar,5★ Threshold,79,79.6,0.6,77.3,-1.7,-2.3,false,524,312,0.95,2.27,true,true,clustering,10,8675309,2024
