measure_normalized,display_name,row_kind,unsupported_reason,year,threshold_key,threshold_label,actual,full_market_simulated,full_market_delta,client_simulated,client_delta,diff_simulated,inverted,sample_size_full_market,sample_size_client,mae_full_market,mae_client,tukey_applied,guardrails_applied,methodology_method,methodology_fold_count,methodology_seed,methodology_tukey_starts_year
getting needed prescription drugs partd,Getting Needed Prescription Drugs,threshold,,2023,fiveStar,5★ Threshold,92,92,0,92,0,0,false,448,244,0,0,false,false,cahps-percentile,10,8675309,2024
getting needed prescription drugs partd,Getting Needed Prescription Drugs,threshold,,2024,twoStar,2★ Threshold,87,88,1,88,1,0,false,488,277,0.75,0.75,false,false,cahps-percentile,10,8675309,2024
getting needed prescription drugs partd,Getting Needed Prescription Drugs,threshold,,2024,threeStar,3★ Threshold,89,89,0,89,0,0,false,488,277,0.75,0.75,false,false,cahps-percentile,10,8675309,2024
getting needed prescription drugs partd,Getting Needed Prescription Drugs,threshold,,2024,fourStar,4★ Threshold,90,91,1,91,1,0,false,488,277,0.75,0.75,false,false,cahps-percentile,10,8675309,2024
getting needed prescription drugs partd,Getting Needed Prescription Drugs,threshold,,2024,fiveStar,5★ Threshold,91,92,1,92,1,0,false,488,277,0.75,0.75,false,false,cahps-percentile,10,8675309,2024
getting needed prescription drugs partd,Getting Needed Prescription Drugs,threshold,,2025,twoStar,2★ Threshold,87,87,0,87,0,0,false,448,261,0.25,0.25,false,false,cahps-percentile,10,8675309,2024
getting needed prescription drugs partd,Getting Needed Prescription Drugs,threshold,,2025,threeStar,3★ Threshold,88,89,1,89,1,0,false,448,261,0.25,0.25,false,false,cahps-percentile,10,8675309,2024
getting needed prescription drugs partd,Getting Needed Prescription Drugs,threshold,,2025,fourStar,4★ Threshold,90,90,0,90,0,0,false,448,261,0.25,0.25,false,false,cahps-percentile,10,8675309,2024
getting needed prescription drugs partd,Getting Needed Prescription Drugs,threshold,,2025,fiveStar,5★ Threshold,91,91,0,91,0,0,false,448,261,0.25,0.25,false,false,cahps-percentile,10,8675309,2024
getting needed prescription drugs partd,Getting Needed Prescription Drugs,threshold,,2026,twoStar,2★ Threshold,87,88,1,88,1,0,false,408,237,0.5,0.5,false,false,cahps-percentile,10,8675309,2024
getting needed prescription drugs partd,Getting Needed Prescription Drugs,threshold,,2026,threeStar,3★ Threshold,88,89,1,89,1,0,false,408,237,0.5,0.5,false,false,cahps-percentile,10,8675309,2024
getting needed prescription drugs partd,Getting Needed Prescription Drugs,threshold,,2026,fourStar,4★ Threshold,90,90,0,90,0,0,false,408,237,0.5,0.5,false,false,cahps-percentile,10,8675309,2024
getting needed prescription drugs partd,Getting Needed Prescription Drugs,threshold,,2026,fiveStar,5★ Threshold,91,91,0,91,0,0,false,408,237,0.5,0.5,false,false,cahps-percentile,10,8675309,2024
health plan quality improvement partc,Health Plan Quality Improvement,unsupported,Quality Improvement measures use a special split-clustering methodology and are excluded from this first pass.,,,,,,,,,,,,,,,,,,,,
improving bladder control partc,Improving Bladder Control,threshold,,2023,twoStar,2★ Threshold,39,40.1,1.1,39.7,0.7,-0.4,false,371,201,0.88,0.63,false,true,clustering,10,8675309,2024
improving bladder control partc,Improving Bladder Control,threshold,,2023,threeStar,3★ Threshold,43,44.3,1.3,44.2,1.2,-0.1,false,371,201,0.88,0.63,false,true,clustering,10,8675309,2024
improving bladder control partc,Improving Bladder Control,threshold,,2023,fourStar,4★ Threshold,48,47.9,-0.1,48.5,0.5,0.6,false,371,201,0.88,0.63,false,true,clustering,10,8675309,2024
improving bladder control partc,Improving Bladder Control,threshold,,2023,fiveStar,5★ Threshold,53,52,-1,53.1,0.1,1.1,false,371,201,0.88,0.63,false,true,clustering,10,8675309,2024
improving bladder control partc,Improving Bladder Control,threshold,,2024,twoStar,2★ Threshold,38,38.8,0.8,39.9,1.9,1.1,false,349,207,0.75,1.75,true,true,clustering,10,8675309,2024
improving bladder control partc,Improving Bladder Control,threshold,,2024,threeStar,3★ Threshold,42,43.2,1.2,43.6,1.6,0.4,false,349,207,0.75,1.75,true,true,clustering,10,8675309,2024
improving bladder control partc,Improving Bladder Control,threshold,,2024,fourStar,4★ Threshold,47,47.3,0.3,48.3,1.3,1,false,349,207,0.75,1.75,true,true,clustering,10,8675309,2024
improving bladder control partc,Improving Bladder Control,threshold,,2024,fiveStar,5★ Threshold,51,51.7,0.7,53.2,2.2,1.5,false,349,207,0.75,1.75,true,true,clustering,10,8675309,2024
improving bladder control partc,Improving Bladder Control,threshold,,2025,twoStar,2★ Threshold,39,38.7,-0.3,38.8,-0.2,0.1,false,398,242,0.2,0.23,true,true,clustering,10,8675309,2024
improving bladder control partc,Improving Bladder Control,threshold,,2025,threeStar,3★ Threshold,44,43.8,-0.2,43.9,-0.1,0.1,false,398,242,0.2,0.23,true,true,clustering,10,8675309,2024
improving bladder control partc,Improving Bladder Control,threshold,,2025,fourStar,4★ Threshold,48,47.9,-0.1,47.6,-0.4,-0.3,false,398,242,0.2,0.23,true,true,clustering,10,8675309,2024
improving bladder control partc,Improving Bladder Control,threshold,,2025,fiveStar,5★ Threshold,52,52.2,0.2,51.8,-0.2,-0.4,false,398,242,0.2,0.23,true,true,clustering,10,8675309,2024
improving bladder control partc,Improving Bladder Control,threshold,,2026,twoStar,2★ Threshold,41,40.7,-0.3,40,-1,-0.7,false,387,239,0.2,0.55,true,true,clustering,10,8675309,2024
improving bladder control partc,Improving Bladder Control,threshold,,2026,threeStar,3★ Threshold,45,44.5,-0.5,44.6,-0.4,0.1,false,387,239,0.2,0.55,true,true,clustering,10,8675309,2024
improving bladder control partc,Improving Bladder Control,threshold,,2026,fourStar,4★ Threshold,49,49,0,48.6,-0.4,-0.4,false,387,239,0.2,0.55,true,true,clustering,10,8675309,2024
improving bladder control partc,Improving Bladder Control,threshold,,2026,fiveStar,5★ Threshold,53,53,0,52.6,-0.4,-0.4,false,387,239,0.2,0.55,true,true,clustering,10,8675309,2024
improving or maintaining mental health partc,Improving or Maintaining Mental Health,threshold,,2026,twoStar,2★ Threshold,81,81,0,81.1,0.1,0.1,false,294,180,0.05,0.08,true,false,clustering,10,8675309,2024
improving or maintaining mental health partc,Improving or Maintaining Mental Health,threshold,,2026,threeStar,3★ Threshold,83,83,0,83.1,0.1,0.1,false,294,180,0.05,0.08,true,false,clustering,10,8675309,2024
improving or maintaining mental health partc,Improving or Maintaining Mental Health,threshold,,2026,fourStar,4★ Threshold,85,85.2,0.2,85.1,0.1,-0.1,false,294,180,0.05,0.08,true,false,clustering,10,8675309,2024
improving or maintaining mental health partc,Improving or Maintaining Mental Health,threshold,,2026,fiveStar,5★ Threshold,88,88,0,88,0,0,false,294,180,0.05,0.08,true,false,clustering,10,8675309,2024
improving or maintaining physical health partc,Improving or Maintaining Physical Health,threshold,,2026,twoStar,2★ Threshold,66,64.8,-1.2,66.4,0.4,1.6,false,295,181,0.83,0.38,true,false,clustering,10,8675309,2024
improving or maintaining physical health partc,Improving or Maintaining Physical Health,threshold,,2026,threeStar,3★ Threshold,70,68.5,-1.5,70.1,0.1,1.6,false,295,181,0.83,0.38,true,false,clustering,10,8675309,2024
improving or maintaining physical health partc,Improving or Maintaining Physical Health,threshold,,2026,fourStar,4★ Threshold,72,71.5,-0.5,72.1,0.1,0.6,false,295,181,0.83,0.38,true,false,clustering,10,8675309,2024
improving or maintaining physical health partc,Improving or Maintaining Physical Health,threshold,,2026,fiveStar,5★ Threshold,75,74.9,-0.1,74.1,-0.9,-0.8,false,295,181,0.83,0.38,true,false,clustering,10,8675309,2024
kidney health evaluation for patients with diabetes partc,Kidney Health Evaluation for Patients with Diabetes,threshold,,2026,twoStar,2★ Threshold,39,46.3,7.3,48.3,9.3,2,false,545,315,4.48,4.45,true,false,clustering,10,8675309,2024
kidney health evaluation for patients with diabetes partc,Kidney Health Evaluation for Patients with Diabetes,threshold,,2026,threeStar,3★ Threshold,53,57.8,4.8,58.6,5.6,0.8,false,545,315,4.48,4.45,true,false,clustering,10,8675309,2024
kidney health evaluation for patients with diabetes partc,Kidney Health Evaluation for Patients with Diabetes,threshold,,2026,fourStar,4★ Threshold,63,66.2,3.2,65.9,2.9,-0.3,false,545,315,4.48,4.45,true,false,clustering,10,8675309,2024
kidney health evaluation for patients with diabetes partc,Kidney Health Evaluation for Patients with Diabetes,threshold,,2026,fiveStar,5★ Threshold,75,77.6,2.6,75,0,-2.6,false,545,315,4.48,4.45,true,false,clustering,10,8675309,2024
medication adherence for cholesterol statins partd,Medication Adherence for Cholesterol (Statins),threshold,,2023,twoStar,2★ Threshold,81,80.3,-0.7,80.6,-0.4,0.3,false,620,298,0.47,0.85,false,true,clustering,10,8675309,2024
medication adherence for cholesterol statins partd,Medication Adherence for Cholesterol (Statins),threshold,,2023,threeStar,3★ Threshold,85,84.3,-0.7,85.6,0.6,1.3,false,620,298,0.47,0.85,false,true,clustering,10,8675309,2024
medication adherence for cholesterol statins partd,Medication Adherence for Cholesterol (Statins),threshold,,2023,fourStar,4★ Threshold,88,88.1,0.1,87.8,-0.2,-0.3,false,620,298,0.47,0.85,false,true,clustering,10,8675309,2024
medication adherence for cholesterol statins partd,Medication Adherence for Cholesterol (Statins),threshold,,2023,fiveStar,5★ Threshold,92,91.6,-0.4,89.8,-2.2,-1.8,false,620,298,0.47,0.85,false,true,clustering,10,8675309,2024
medication adherence for cholesterol statins partd,Medication Adherence for Cholesterol (Statins),threshold,,2024,twoStar,2★ Threshold,82,81.2,-0.8,80.3,-1.7,-0.9,false,637,318,1.05,0.97,true,true,clustering,10,8675309,2024
medication adherence for cholesterol statins partd,Medication Adherence for Cholesterol (Statins),threshold,,2024,threeStar,3★ Threshold,86,85.2,-0.8,84.3,-1.7,-0.9,false,637,318,1.05,0.97,true,true,clustering,10,8675309,2024
medication adherence for cholesterol statins partd,Medication Adherence for Cholesterol (Statins),threshold,,2024,fourStar,4★ Threshold,88,88.8,0.8,87.9,-0.1,-0.9,false,637,318,1.05,0.97,true,true,clustering,10,8675309,2024
medication adherence for cholesterol statins partd,Medication Adherence for Cholesterol (Statins),threshold,,2024,fiveStar,5★ Threshold,91,92.8,1.8,90.6,-0.4,-2.2,false,637,318,1.05,0.97,true,true,clustering,10,8675309,2024
medication adherence for cholesterol statins partd,Medication Adherence for Cholesterol (Statins),threshold,,2025,twoStar,2★ Threshold,80,81.1,1.1,81.4,1.4,0.3,false,614,323,0.35,1.3,true,true,clustering,10,8675309,2024
medication adherence for cholesterol statins partd,Medication Adherence for Cholesterol (Statins),threshold,,2025,threeStar,3★ Threshold,85,85.1,0.1,86.2,1.2,1.1,false,614,323,0.35,1.3,true,true,clustering,10,8675309,2024
medication adherence for cholesterol statins partd,Medication Adherence for Cholesterol (Statins),threshold,,2025,fourStar,4★ Threshold,89,89.1,0.1,88.7,-0.3,-0.4,false,614,323,0.35,1.3,true,true,clustering,10,8675309,2024
medication adherence for cholesterol statins partd,Medication Adherence for Cholesterol (Statins),threshold,,2025,fiveStar,5★ Threshold,93,92.9,-0.1,90.7,-2.3,-2.2,false,614,323,0.35,1.3,true,true,clustering,10,8675309,2024
medication adherence for cholesterol statins partd,Medication Adherence for Cholesterol (Statins),threshold,,2026,twoStar,2★ Threshold,84,82.9,-1.1,83.9,-0.1,1,false,594,316,0.63,0.45,true,true,clustering,10,8675309,2024
medication adherence for cholesterol statins partd,Medication Adherence for Cholesterol (Statins),threshold,,2026,threeStar,3★ Threshold,88,86.7,-1.3,87.7,-0.3,1,false,594,316,0.63,0.45,true,true,clustering,10,8675309,2024
medication adherence for cholesterol statins partd,Medication Adherence for Cholesterol (Statins),threshold,,2026,fourStar,4★ Threshold,90,90.1,0.1,89.8,-0.2,-0.3,false,594,316,0.63,0.45,true,true,clustering,10,8675309,2024
medication adherence for cholesterol statins partd,Medication Adherence for Cholesterol (Statins),threshold,,2026,fiveStar,5★ Threshold,93,93,0,91.8,-1.2,-1.2,false,594,316,0.63,0.45,true,true,clustering,10,8675309,2024
medication adherence for diabetes medications partd,Medication Adherence for Diabetes Medications,threshold,,2023,twoStar,2★ Threshold,79,79,0,83,4,4,false,585,291,0.55,1.98,false,true,clustering,10,8675309,2024
medication adherence for diabetes medications partd,Medication Adherence for Diabetes Medications,threshold,,2023,threeStar,3★ Threshold,85,84.2,-0.8,85.1,0.1,0.9,false,585,291,0.55,1.98,false,true,clustering,10,8675309,2024
medication adherence for diabetes medications partd,Medication Adherence for Diabetes Medications,threshold,,2023,fourStar,4★ Threshold,88,87.5,-0.5,87.1,-0.9,-0.4,false,585,291,0.55,1.98,false,true,clustering,10,8675309,2024
medication adherence for diabetes medications partd,Medication Adherence for Diabetes Medications,threshold,,2023,fiveStar,5★ Threshold,92,91.1,-0.9,89.1,-2.9,-2,false,585,291,0.55,1.98,false,true,clustering,10,8675309,2024
medication adherence for diabetes medications partd,Medication Adherence for Diabetes Medications,threshold,,2024,twoStar,2★ Threshold,80,80.2,0.2,80.9,0.9,0.7,false,615,314,0.35,0.53,true,true,clustering,10,8675309,2024
medication adherence for diabetes medications partd,Medication Adherence for Diabetes Medications,threshold,,2024,threeStar,3★ Threshold,84,84.2,0.2,84.9,0.9,0.7,false,615,314,0.35,0.53,true,true,clustering,10,8675309,2024
medication adherence for diabetes medications partd,Medication Adherence for Diabetes Medications,threshold,,2024,fourStar,4★ Threshold,88,87.3,-0.7,87.8,-0.2,0.5,false,615,314,0.35,0.53,true,true,clustering,10,8675309,2024
medication adherence for diabetes medications partd,Medication Adherence for Diabetes Medications,threshold,,2024,fiveStar,5★ Threshold,90,90.3,0.3,89.9,-0.1,-0.4,false,615,314,0.35,0.53,true,true,clustering,10,8675309,2024
medication adherence for diabetes medications partd,Medication Adherence for Diabetes Medications,threshold,,2025,twoStar,2★ Threshold,80,80.8,0.8,83,3,2.2,false,592,321,0.4,1.22,true,true,clustering,10,8675309,2024
medication adherence for diabetes medications partd,Medication Adherence for Diabetes Medications,threshold,,2025,threeStar,3★ Threshold,85,84.8,-0.2,85.5,0.5,0.7,false,592,321,0.4,1.22,true,true,clustering,10,8675309,2024
medication adherence for diabetes medications partd,Medication Adherence for Diabetes Medications,threshold,,2025,fourStar,4★ Threshold,87,87.5,0.5,87.6,0.6,0.1,false,592,321,0.4,1.22,true,true,clustering,10,8675309,2024
medication adherence for diabetes medications partd,Medication Adherence for Diabetes Medications,threshold,,2025,fiveStar,5★ Threshold,91,91.1,0.1,90.2,-0.8,-0.9,false,592,321,0.4,1.22,true,true,clustering,10,8675309,2024
medication adherence for diabetes medications partd,Medication Adherence for Diabetes Medications,threshold,,2026,twoStar,2★ Threshold,83,83.9,0.9,83.8,0.8,-0.1,false,584,316,0.5,0.73,true,true,clustering,10,8675309,2024
medication adherence for diabetes medications partd,Medication Adherence for Diabetes Medications,threshold,,2026,threeStar,3★ Threshold,86,87,1,86.9,0.9,-0.1,false,584,316,0.5,0.73,true,true,clustering,10,8675309,2024
medication adherence for diabetes medications partd,Medication Adherence for Diabetes Medications,threshold,,2026,fourStar,4★ Threshold,89,89,0,88.9,-0.1,-0.1,false,584,316,0.5,0.73,true,true,clustering,10,8675309,2024
medication adherence for diabetes medications partd,Medication Adherence for Diabetes Medications,threshold,,2026,fiveStar,5★ Threshold,92,91.9,-0.1,90.9,-1.1,-1,false,584,316,0.5,0.73,true,true,clustering,10,8675309,2024
medication adherence for hypertension ras antagonists partd,Medication Adherence for Hypertension (RAS antagonists),threshold,,2023,twoStar,2★ Threshold,78,74.8,-3.2,79,1,4.2,false,617,298,1.63,0.68,false,true,clustering,10,8675309,2024
medication adherence for hypertension ras antagonists partd,Medication Adherence for Hypertension (RAS antagonists),threshold,,2023,threeStar,3★ Threshold,86,84.2,-1.8,86.9,0.9,2.7,false,617,298,1.63,0.68,false,true,clustering,10,8675309,2024
medication adherence for hypertension ras antagonists partd,Medication Adherence for Hypertension (RAS antagonists),threshold,,2023,fourStar,4★ Threshold,89,87.9,-1.1,88.9,-0.1,1,false,617,298,1.63,0.68,false,true,clustering,10,8675309,2024
medication adherence for hypertension ras antagonists partd,Medication Adherence for Hypertension (RAS antagonists),threshold,,2023,fiveStar,5★ Threshold,91,90.6,-0.4,91.7,0.7,1.1,false,617,298,1.63,0.68,false,true,clustering,10,8675309,2024
medication adherence for hypertension ras antagonists partd,Medication Adherence for Hypertension (RAS antagonists),threshold,,2024,twoStar,2★ Threshold,82,82,0,83,1,1,false,630,317,0.15,0.65,true,true,clustering,10,8675309,2024
medication adherence for hypertension ras antagonists partd,Medication Adherence for Hypertension (RAS antagonists),threshold,,2024,threeStar,3★ Threshold,86,86,0,86.2,0.2,0.2,false,630,317,0.15,0.65,true,true,clustering,10,8675309,2024
medication adherence for hypertension ras antagonists partd,Medication Adherence for Hypertension (RAS antagonists),threshold,,2024,fourStar,4★ Threshold,89,88.7,-0.3,88.2,-0.8,-0.5,false,630,317,0.15,0.65,true,true,clustering,10,8675309,2024
medication adherence for hypertension ras antagonists partd,Medication Adherence for Hypertension (RAS antagonists),threshold,,2024,fiveStar,5★ Threshold,91,90.7,-0.3,90.4,-0.6,-0.3,false,630,317,0.15,0.65,true,true,clustering,10,8675309,2024
medication adherence for hypertension ras antagonists partd,Medication Adherence for Hypertension (RAS antagonists),threshold,,2025,twoStar,2★ Threshold,83,81.3,-1.7,84.6,1.6,3.3,false,609,322,0.72,0.65,true,true,clustering,10,8675309,2024
medication adherence for hypertension ras antagonists partd,Medication Adherence for Hypertension (RAS antagonists),threshold,,2025,threeStar,3★ Threshold,87,86.4,-0.6,87,0,0.6,false,609,322,0.72,0.65,true,true,clustering,10,8675309,2024
medication adherence for hypertension ras antagonists partd,Medication Adherence for Hypertension (RAS antagonists),threshold,,2025,fourStar,4★ Threshold,90,89.7,-0.3,89.5,-0.5,-0.2,false,609,322,0.72,0.65,true,true,clustering,10,8675309,2024
medication adherence for hypertension ras antagonists partd,Medication Adherence for Hypertension (RAS antagonists),threshold,,2025,fiveStar,5★ Threshold,92,91.7,-0.3,91.5,-0.5,-0.2,false,609,322,0.72,0.65,true,true,clustering,10,8675309,2024
medication adherence for hypertension ras antagonists partd,Medication Adherence for Hypertension (RAS antagonists),threshold,,2026,twoStar,2★ Threshold,84,83.7,-0.3,86.9,2.9,3.2,false,588,317,0.28,1.23,true,true,clustering,10,8675309,2024
medication adherence for hypertension ras antagonists partd,Medication Adherence for Hypertension (RAS antagonists),threshold,,2026,threeStar,3★ Threshold,88,88.1,0.1,88.9,0.9,0.8,false,588,317,0.28,1.23,true,true,clustering,10,8675309,2024
medication adherence for hypertension ras antagonists partd,Medication Adherence for Hypertension (RAS antagonists),threshold,,2026,fourStar,4★ Threshold,91,90.5,-0.5,90.9,-0.1,0.4,false,588,317,0.28,1.23,true,true,clustering,10,8675309,2024
medication adherence for hypertension ras antagonists partd,Medication Adherence for Hypertension (RAS antagonists),threshold,,2026,fiveStar,5★ Threshold,93,92.8,-0.2,92,-1,-0.8,false,588,317,0.28,1.23,true,true,clustering,10,8675309,2024
medication reconciliation post discharge partc,Medication Reconciliation Post-Discharge,threshold,,2023,twoStar,2★ Threshold,43,38.5,-4.5,44,1,5.5,false,539,279,4.25,2.38,false,true,clustering,10,8675309,2024
medication reconciliation post discharge partc,Medication Reconciliation Post-Discharge,threshold,,2023,threeStar,3★ Threshold,56.99999999999999,52.1,-4.9,60,3,7.9,false,539,279,4.25,2.38,false,true,clustering,10,8675309,2024
medication reconciliation post discharge partc,Medication Reconciliation Post-Discharge,threshold,,2023,fourStar,4★ Threshold,69,64.8,-4.2,72.4,3.4,7.6,false,539,279,4.25,2.38,false,true,clustering,10,8675309,2024
medication reconciliation post discharge partc,Medication Reconciliation Post-Discharge,threshold,,2023,fiveStar,5★ Threshold,82,78.6,-3.4,84.1,2.1,5.5,false,539,279,4.25,2.38,false,true,clustering,10,8675309,2024
medication reconciliation post discharge partc,Medication Reconciliation Post-Discharge,threshold,,2024,twoStar,2★ Threshold,38,38,0,38,0,0,false,567,305,1.45,1.05,true,true,clustering,10,8675309,2024
medication reconciliation post discharge partc,Medication Reconciliation Post-Discharge,threshold,,2024,threeStar,3★ Threshold,52,52,0,53.9,1.9,1.9,false,567,305,1.45,1.05,true,true,clustering,10,8675309,2024
medication reconciliation post discharge partc,Medication Reconciliation Post-Discharge,threshold,,2024,fourStar,4★ Threshold,68,65.4,-2.6,66,-2,0.6,false,567,305,1.45,1.05,true,true,clustering,10,8675309,2024
medication reconciliation post discharge partc,Medication Reconciliation Post-Discharge,threshold,,2024,fiveStar,5★ Threshold,82,78.8,-3.2,81.7,-0.3,2.9,false,567,305,1.45,1.05,true,true,clustering,10,8675309,2024
medication reconciliation post discharge partc,Medication Reconciliation Post-Discharge,threshold,,2025,twoStar,2★ Threshold,42,43,1,42.7,0.7,-0.3,false,531,314,0.25,0.17,true,true,clustering,10,8675309,2024
medication reconciliation post discharge partc,Medication Reconciliation Post-Discharge,threshold,,2025,threeStar,3★ Threshold,57,57,0,57,0,0,false,531,314,0.25,0.17,true,true,clustering,10,8675309,2024
medication reconciliation post discharge partc,Medication Reconciliation Post-Discharge,threshold,,2025,fourStar,4★ Threshold,73,73,0,73,0,0,false,531,314,0.25,0.17,true,true,clustering,10,8675309,2024
medication reconciliation post discharge partc,Medication Reconciliation Post-Discharge,threshold,,2025,fiveStar,5★ Threshold,87,87,0,87,0,0,false,531,314,0.25,0.17,true,true,clustering,10,8675309,2024
medication reconciliation post discharge partc,Medication Reconciliation Post-Discharge,threshold,,2026,twoStar,2★ Threshold,40,39.3,-0.7,47,7,7.7,false,526,312,0.8,2.5,true,true,clustering,10,8675309,2024
medication reconciliation post discharge partc,Medication Reconciliation Post-Discharge,threshold,,2026,threeStar,3★ Threshold,60,61.2,1.2,62,2,0.8,false,526,312,0.8,2.5,true,true,clustering,10,8675309,2024
medication reconciliation post discharge partc,Medication Reconciliation Post-Discharge,threshold,,2026,fourStar,4★ Threshold,74,73.4,-0.6,73.4,-0.6,0,false,526,312,0.8,2.5,true,true,clustering,10,8675309,2024
medication reconciliation post discharge partc,Medication Reconciliation Post-Discharge,threshold,,2026,fiveStar,5★ Threshold,87,87.7,0.7,86.6,-0.4,-1.1,false,526,312,0.8,2.5,true,true,clustering,10,8675309,2024
members choosing to leave the plan partc,Members Choosing to Leave the Plan (Part C),threshold,,2023,twoStar,2★ Threshold,39,39.1,0.1,39,0,-0.1,true,529,277,1.65,0.7,false,true,clustering,10,8675309,2024
members choosing to leave the plan partc,Members Choosing to Leave the Plan (Part C),threshold,,2023,threeStar,3★ Threshold,24,26.7,2.7,24.2,0.2,-2.5,true,529,277,1.65,0.7,false,true,clustering,10,8675309,2024
members choosing to leave the plan partc,Members Choosing to Leave the Plan (Part C),threshold,,2023,fourStar,4★ Threshold,15,17.1,2.1,16.2,1.2,-0.9,true,529,277,1.65,0.7,false,true,clustering,10,8675309,2024
members choosing to leave the plan partc,Members Choosing to Leave the Plan (Part C),threshold,,2023,fiveStar,5★ Threshold,7.000000000000001,8.7,1.7,8.4,1.4,-0.3,true,529,277,1.65,0.7,false,true,clustering,10,8675309,2024
members choosing to leave the plan partc,Members Choosing to Leave the Plan (Part C),threshold,,2024,twoStar,2★ Threshold,41,40.7,-0.3,43.5,2.5,2.8,true,557,296,1.5,1.13,true,true,clustering,10,8675309,2024
members choosing to leave the plan partc,Members Choosing to Leave the Plan (Part C),threshold,,2024,threeStar,3★ Threshold,29,26.4,-2.6,29,0,2.6,true,557,296,1.5,1.13,true,true,clustering,10,8675309,2024
members choosing to leave the plan partc,Members Choosing to Leave the Plan (Part C),threshold,,2024,fourStar,4★ Threshold,18,16,-2,19.7,1.7,3.7,true,557,296,1.5,1.13,true,true,clustering,10,8675309,2024
members choosing to leave the plan partc,Members Choosing to Leave the Plan (Part C),threshold,,2024,fiveStar,5★ Threshold,10,8.9,-1.1,9.7,-0.3,0.8,true,557,296,1.5,1.13,true,true,clustering,10,8675309,2024
members choosing to leave the plan partc,Members Choosing to Leave the Plan (Part C),threshold,,2025,twoStar,2★ Threshold,36,38.2,2.2,36.5,0.5,-1.7,true,531,300,1.53,1.95,true,true,clustering,10,8675309,2024
members choosing to leave the plan partc,Members Choosing to Leave the Plan (Part C),threshold,,2025,threeStar,3★ Threshold,24,26.6,2.6,27.2,3.2,0.6,true,531,300,1.53,1.95,true,true,clustering,10,8675309,2024
members choosing to leave the plan partc,Members Choosing to Leave the Plan (Part C),threshold,,2025,fourStar,4★ Threshold,17,17.1,0.1,18.7,1.7,1.6,true,531,300,1.53,1.95,true,true,clustering,10,8675309,2024
members choosing to leave the plan partc,Members Choosing to Leave the Plan (Part C),threshold,,2025,fiveStar,5★ Threshold,8,9.2,1.2,10.4,2.4,1.2,true,531,300,1.53,1.95,true,true,clustering,10,8675309,2024
members choosing to leave the plan partc,Members Choosing to Leave the Plan (Part C),threshold,,2026,twoStar,2★ Threshold,39,37,-2,33.4,-5.6,-3.6,true,525,300,1.18,2.8,true,true,clustering,10,8675309,2024
members choosing to leave the plan partc,Members Choosing to Leave the Plan (Part C),threshold,,2026,threeStar,3★ Threshold,28,25.3,-2.7,24.7,-3.3,-0.6,true,525,300,1.18,2.8,true,true,clustering,10,8675309,2024
members choosing to leave the plan partc,Members Choosing to Leave the Plan (Part C),threshold,,2026,fourStar,4★ Threshold,17,17,0,16.6,-0.4,-0.4,true,525,300,1.18,2.8,true,true,clustering,10,8675309,2024
members choosing to leave the plan partc,Members Choosing to Leave the Plan (Part C),threshold,,2026,fiveStar,5★ Threshold,8,8,0,9.9,1.9,1.9,true,525,300,1.18,2.8,true,true,clustering,10,8675309,2024
members choosing to leave the plan partd,Members Choosing to Leave the Plan (Part D),unsupported,No backtest years were available for this measure with the current score and cut point files.,,,,,,,,,,,,,,,,,,,,
monitoring physical activity partc,Monitoring Physical Activity,threshold,,2023,twoStar,2★ Threshold,44,42.8,-1.2,44.4,0.4,1.6,false,487,263,0.67,0.63,false,true,clustering,10,8675309,2024
monitoring physical activity partc,Monitoring Physical Activity,threshold,,2023,threeStar,3★ Threshold,49,48.4,-0.6,49.6,0.6,1.2,false,487,263,0.67,0.63,false,true,clustering,10,8675309,2024
monitoring physical activity partc,Monitoring Physical Activity,threshold,,2023,fourStar,4★ Threshold,53,52.5,-0.5,53.6,0.6,1.1,false,487,263,0.67,0.63,false,true,clustering,10,8675309,2024
monitoring physical activity partc,Monitoring Physical Activity,threshold,,2023,fiveStar,5★ Threshold,56.99999999999999,56.6,-0.4,57.9,0.9,1.3,false,487,263,0.67,0.63,false,true,clustering,10,8675309,2024
monitoring physical activity partc,Monitoring Physical Activity,threshold,,2024,twoStar,2★ Threshold,42,41.8,-0.2,42.9,0.9,1.1,false,517,292,0.25,0.53,true,true,clustering,10,8675309,2024
monitoring physical activity partc,Monitoring Physical Activity,threshold,,2024,threeStar,3★ Threshold,48,47.6,-0.4,47.8,-0.2,0.2,false,517,292,0.25,0.53,true,true,clustering,10,8675309,2024
monitoring physical activity partc,Monitoring Physical Activity,threshold,,2024,fourStar,4★ Threshold,53,52.6,-0.4,52.2,-0.8,-0.4,false,517,292,0.25,0.53,true,true,clustering,10,8675309,2024
monitoring physical activity partc,Monitoring Physical Activity,threshold,,2024,fiveStar,5★ Threshold,58,58,0,58.2,0.2,0.2,false,517,292,0.25,0.53,true,true,clustering,10,8675309,2024
monitoring physical activity partc,Monitoring Physical Activity,threshold,,2025,twoStar,2★ Threshold,41,40.5,-0.5,41.8,0.8,1.3,false,503,307,0.63,0.55,true,true,clustering,10,8675309,2024
monitoring physical activity partc,Monitoring Physical Activity,threshold,,2025,threeStar,3★ Threshold,47,46.3,-0.7,47.9,0.9,1.6,false,503,307,0.63,0.55,true,true,clustering,10,8675309,2024
